I
1130 Generated by WorldEditor 2.2.0r2

1    940 1 0 UNKL YEMELYANOVO
1302 city Krasnoyarsk
1302 country Russia
1302 datum_lat 56.173055556
1302 datum_lon 92.493333333
1302 faa_code 
1302 iata_code KJA
1302 icao_code UNKL
1302 region_code UN
1302 state Krasnoyarsk Krai
1302 transition_alt 4551
1302 transition_level 6000
100 50.00 2 0 0.25 1 2 1 11L  56.18049890  092.53346220    0    0 2 9 0 0 29R  56.17416050  092.56004820    0    0 2 9 0 0
100 60.05 1 0 0.25 0 3 0 11  56.17948335  092.46575420    0   72 2 10 0 0 29  56.16630310  092.52087620    0   66 2 10 0 0
110 1 0.25 0.0011 New Taxiway 5
111  56.18038222  092.53368792
111  56.17852684  092.53218638
111  56.18003561  092.52574073
111  56.17803751  092.52409269
111  56.17793937  092.52452422
111  56.17763403  092.52489768
111  56.17719877  092.52661328
111  56.17727023  092.52744190
111  56.17556108  092.53459483
111  56.17467046  092.53400458
111  56.17457534  092.53436184
111  56.17541408  092.53501422
111  56.17526709  092.53554233
111  56.17459263  092.53512295
111  56.17436782  092.53589959
111  56.17506821  092.53650536
111  56.17484339  092.53728200
111  56.17665058  092.53857123
111  56.17388295  092.54992539
111  56.17329600  092.54953261
111  56.17257094  092.55265415
111  56.17277810  092.55286088
111  56.17187043  092.55675079
111  56.17245634  092.55714545
112  56.17429501  092.54951026  56.17441215  092.54898419
112  56.17464163  092.54937890  56.17467579  092.55001020
113  56.17499876  092.55588632
111  56.17729683  092.54615198
111  56.17543925  092.54470420
111  56.17666338  092.53947933
111  56.17734346  092.53998678
111  56.17860868  092.53478478
111  56.17788751  092.53416049
111  56.17814908  092.53316439
112  56.17848388  092.53284488  56.17875415  092.53304054
113  56.18014745  092.53410411
111  56.17714578  092.54671344
112  56.17551153  092.55360985  56.17537975  092.55413593
112  56.17513972  092.55334580  56.17509579  092.55263559
111  56.17479385  092.54745899
113  56.17533859  092.54519125
110 1 0.25 0.0011 New Taxiway 1
111  56.17446381  092.48784703
111  56.17582714  092.48605844
111  56.17745418  092.48375305
112  56.17837329  092.48375305  56.17869720  092.48378494
112  56.17867965  092.48467868  56.17858204  092.48502942
111  56.17838721  092.48602959
111  56.17947342  092.48665501
111  56.17980764  092.48552925
111  56.18005831  092.48703026
111  56.17971016  092.48740552
111  56.17947342  092.48863134
111  56.18037860  092.48933182
111  56.18092224  092.48719003
111  56.18030951  092.48661465
111  56.17998922  092.48491352
111  56.18030951  092.48368770
111  56.18078299  092.48396288
111  56.18081084  092.48378716
111  56.18190979  092.48463316
111  56.18336759  092.47818744
111  56.18581220  092.47971830
111  56.18628318  092.47806658
111  56.18709057  092.47859030
111  56.18729242  092.47790544
111  56.18744941  092.47790544
111  56.18794282  092.47653572
111  56.18854836  092.47677744
111  56.18906420  092.47472286
111  56.18875021  092.47436029
111  56.19005102  092.46912314
111  56.18955761  092.46839800
111  56.19000616  092.46698799
